88,2.8525,6.0951
89,2.8505,6.0944
90,2.8486,6.0936
91,2.8466,6.0929
92,2.847,6.0849
93,2.8474,6.0768
94,2.8478,6.0687
95,2.8481,6.0607
96,2.8485,6.0526
97,2.8489,6.0446
98,2.8493,6.0365
99,2.8497,6.0285
100,2.85,6.0204
101,2.8504,6.0123
102,2.8508,6.0044
103,2.8512,5.9965
104,2.8516,5.9886
105,2.852,5.9806
106,2.8524,5.9727
107,2.8528,5.9648
108,2.8532,5.9568
109,2.8535,5.9489
110,2.8539,5.941
111,2.8543,5.9331
112,2.8547,5.9253
113,2.8551,5.9175
114,2.8555,5.9096
115,2.8559,5.9018
116,2.8563,5.894
117,2.8567,5.8862
118,2.8571,5.8784
119,2.8575,5.8706
120,2.8579,5.8628
121,2.8583,5.855
122,2.8587,5.8473
123,2.8591,5.8397
124,2.8595,5.832
125,2.8599,5.8243
126,2.8604,5.8166
127,2.8608,5.8089
128,2.8612,5.8013
129,2.8616,5.7936
130,2.862,5.7859
131,2.8624,5.7782
132,2.8628,5.7707
133,2.8632,5.7631
134,2.8637,5.7555
135,2.8641,5.748
136,2.8645,5.7404
137,2.8649,5.7329
138,2.8653,5.7253
139,2.8657,5.7177
140,2.8662,5.7102
141,2.8666,5.7026
142,2.867,5.6952
143,2.8674,5.6877
144,2.8679,5.6803
145,2.8683,5.6729
146,2.8687,5.6654
147,2.8691,5.658
148,2.8696,5.6505
149,2.87,5.6431
150,2.8704,5.6357
151,2.8708,5.6282
152,2.8713,5.6209
153,2.8717,5.6136
154,2.8721,5.6062
155,2.8726,5.5989
156,2.873,5.5916
157,2.8734,5.5843
158,2.8739,5.5769
159,2.8743,5.5696
160,2.8748,5.5623
161,2.8752,5.555
162,2.8756,5.5478
163,2.8761,5.5406
164,2.8765,5.5333
165,2.877,5.5261
166,2.8774,5.5189
167,2.8779,5.5117
168,2.8783,5.5045
169,2.8787,5.4973
170,2.8792,5.4901
171,2.8796,5.4829
172,2.8801,5.4758
173,2.8805,5.4687
174,2.881,5.4616
175,2.8814,5.4545
176,2.8819,5.4474
177,2.8824,5.4403
178,2.8828,5.4332
179,2.8833,5.4261
180,2.8837,5.419
181,2.8842,5.4119
182,2.8853,5.409
183,2.8864,5.4061
184,2.8874,5.4033
185,2.8885,5.4004
186,2.8896,5.3975
187,2.8907,5.3946
188,2.8918,5.3917
189,2.8929,5.3888
190,2.894,5.3859
191,2.8951,5.383
192,2.8968,5.3843
193,2.8985,5.3855
194,2.9003,5.3868
195,2.902,5.388
196,2.9037,5.3893
197,2.9055,5.3905
198,2.9072,5.3918
199,2.9089,5.393
200,2.9107,5.3943
201,2.9124,5.3955
202,2.9141,5.3983
203,2.9159,5.4011
204,2.9176,5.4038
205,2.9194,5.4066
206,2.9211,5.4094
207,2.9229,5.4122
208,2.9246,5.4149
209,2.9263,5.4177
210,2.9281,5.4205
211,2.9298,5.4232
212,2.9316,5.426
213,2.9333,5.4288
214,2.9351,5.4316
215,2.9368,5.4344
216,2.9386,5.4372
217,2.9403,5.4399
218,2.9421,5.4427
219,2.9438,5.4455
220,2.9456,5.4483
221,2.9473,5.4511
222,2.9491,5.4539
223,2.9509,5.4567
224,2.9526,5.4595
225,2.9544,5.4623
226,2.9562,5.4651
227,2.9579,5.4679
228,2.9597,5.4707
229,2.9614,5.4735
230,2.9632,5.4763
231,2.965,5.4791
232,2.9667,5.4819
233,2.9685,5.4847
234,2.9703,5.4875
235,2.9721,5.4903
236,2.9738,5.4931
237,2.9756,5.4959
238,2.9774,5.4987
239,2.9792,5.5016
240,2.9809,5.5044
241,2.9827,5.5072
242,2.9845,5.51
243,2.9863,5.5128
244,2.9881,5.5157
245,2.9899,5.5185
246,2.9916,5.5213
247,2.9934,5.5241
248,2.9952,5.527
249,2.997,5.5298
250,2.9988,5.5326
251,3.0006,5.5355
252,3.0024,5.5383
253,3.0042,5.5411
254,3.0059,5.544
255,3.0077,5.5468
256,3.0095,5.5497
257,3.0113,5.5525
258,3.0131,5.5553
259,3.0149,5.5582
260,3.0167,5.561
261,3.0185,5.5639
262,3.0203,5.5667
263,3.0221,5.5696
264,3.0239,5.5724
265,3.0257,5.5753
266,3.0276,5.5782
267,3.0294,5.581
268,3.0312,5.5839
269,3.033,5.5867
270,3.0348,5.5896
271,3.0366,5.5924
272,3.0384,5.5953
273,3.0402,5.5982
274,3.042,5.6011
275,3.0439,5.6039
276,3.0457,5.6068
277,3.0475,5.6097
278,3.0493,5.6125
279,3.0511,5.6154
280,3.053,5.6183
281,3.0548,5.6211
282,3.0557,5.6226
283,3.0566,5.624
284,3.0575,5.6255
285,3.0584,5.6269
286,3.0593,5.6284
287,3.0602,5.6298
288,3.0612,5.6312
289,3.0621,5.6327
290,3.063,5.6341
291,3.0639,5.6356
292,3.0639,5.6356
293,3.0639,5.6356
294,3.0639,5.6356
295,3.0639,5.6356
296,3.0639,5.6356
297,3.0639,5.6356
298,3.0639,5.6356
299,3.0639,5.6356
300,3.0639,5.6356
301,3.0639,5.6356
